trait,trait_label,k
http://www.ebi.ac.uk/efo/EFO_0007789,BMI-adjusted waist circumference,8
http://www.ebi.ac.uk/efo/EFO_0007797,language measurement,1
http://www.ebi.ac.uk/efo/EFO_0007800,body fat percentage,7
http://www.ebi.ac.uk/efo/EFO_0007805,HDL cholesterol change measurement,2
http://www.ebi.ac.uk/efo/EFO_0007817,sleep apnea measurement,1
http://www.ebi.ac.uk/efo/EFO_0007825,balding measurement,2
http://www.ebi.ac.uk/efo/EFO_0007828,daytime rest measurement,1
http://www.ebi.ac.uk/efo/EFO_0007835,alcohol dependence measurement,1
http://www.ebi.ac.uk/efo/EFO_0007836,coenzyme Q10 measurement,1
http://www.ebi.ac.uk/efo/EFO_0007850,solar lentigines measurement,1
http://www.ebi.ac.uk/efo/EFO_0007856,facial height measurement,1
http://www.ebi.ac.uk/efo/EFO_0007869,wellbeing measurement,2
http://www.ebi.ac.uk/efo/EFO_0007874,gut microbiome measurement,12
http://www.ebi.ac.uk/efo/EFO_0007875,Excessive daytime sleepiness,3
http://www.ebi.ac.uk/efo/EFO_0007876,insomnia measurement,4
http://www.ebi.ac.uk/efo/EFO_0007885,JT interval,8
http://www.ebi.ac.uk/efo/EFO_0007886,DDT metabolite measurement,2
http://www.ebi.ac.uk/efo/EFO_0007887,autosomal dominant compelling helio-ophthalmic outburst syndrome,1
http://www.ebi.ac.uk/efo/EFO_0007905,joint hypermobility measurement,1
http://www.ebi.ac.uk/efo/EFO_0007907,methadone dose measurement,1
http://www.ebi.ac.uk/efo/EFO_0007924,tonsillectomy risk measurement,1
http://www.ebi.ac.uk/efo/EFO_0007929,triglyceride:HDL cholesterol ratio,7
http://www.ebi.ac.uk/efo/EFO_0007959,fetal genotype effect measurement,1
http://www.ebi.ac.uk/efo/EFO_0007966,clopidogrel metabolite measurement,1
http://www.ebi.ac.uk/efo/EFO_0007969,cognitive inhibition measurement,1
http://www.ebi.ac.uk/efo/EFO_0007984,platelet component distribution width,10
http://www.ebi.ac.uk/efo/EFO_0007985,platelet crit,10
http://www.ebi.ac.uk/efo/EFO_0007986,reticulocyte count,14
http://www.ebi.ac.uk/efo/EFO_0007987,granulocyte count,5
http://www.ebi.ac.uk/efo/EFO_0007989,monocyte percentage of leukocytes,4
http://www.ebi.ac.uk/efo/EFO_0007990,neutrophil percentage of leukocytes,7
http://www.ebi.ac.uk/efo/EFO_0007991,eosinophil percentage of leukocytes,8
http://www.ebi.ac.uk/efo/EFO_0007992,basophil percentage of leukocytes,5
http://www.ebi.ac.uk/efo/EFO_0007993,lymphocyte percentage of leukocytes,8
http://www.ebi.ac.uk/efo/EFO_0007994,neutrophil percentage of granulocytes,9
http://www.ebi.ac.uk/efo/EFO_0007996,eosinophil percentage of granulocytes,10
http://www.ebi.ac.uk/efo/EFO_0007997,granulocyte percentage of myeloid white cells,7
http://www.ebi.ac.uk/efo/EFO_0007999,lower body strength measurement,1
http://www.ebi.ac.uk/efo/EFO_0008000,Peak insulin response,4
http://www.ebi.ac.uk/efo/EFO_0008002,physical activity measurement,1
http://www.ebi.ac.uk/efo/EFO_0008003,heart rate variability measurement,1
http://www.ebi.ac.uk/efo/EFO_0008039,BMI-adjusted hip circumference,6
http://www.ebi.ac.uk/efo/EFO_0008082,chemokine (C-C motif) ligand 27 measurement,1
http://www.ebi.ac.uk/efo/EFO_0008098,complement factor H-related protein 5 measurement,1
http://www.ebi.ac.uk/efo/EFO_0008100,contactin-2 measurement,1
http://www.ebi.ac.uk/efo/EFO_0008111,diet measurement,8
http://www.ebi.ac.uk/efo/EFO_0008122,eotaxin measurement,3
http://www.ebi.ac.uk/efo/EFO_0008165,interferon gamma measurement,1
http://www.ebi.ac.uk/efo/EFO_0008189,interleukin 7 measurement,1
http://www.ebi.ac.uk/efo/EFO_0008204,left ventricular diastolic function measurement,1
http://www.ebi.ac.uk/efo/EFO_0008205,left ventricular structural measurement,4
http://www.ebi.ac.uk/efo/EFO_0008206,left ventricular systolic function measurement,1
http://www.ebi.ac.uk/efo/EFO_0008210,low affinity immunoglobulin epsilon Fc receptor measurement,1
http://www.ebi.ac.uk/efo/EFO_0008236,monokine induced by gamma interferon measurement,1
http://www.ebi.ac.uk/efo/EFO_0008241,NAD-dependent protein deacetylase sirtuin-2 measurement,1
http://www.ebi.ac.uk/efo/EFO_0008277,Secreted frizzled-related protein 3 measurement,1
http://www.ebi.ac.uk/efo/EFO_0008300,TNF-related apoptosis-inducing ligand measurement,1
http://www.ebi.ac.uk/efo/EFO_0008328,chronotype measurement,8
http://www.ebi.ac.uk/efo/EFO_0008332,interleukin 2 receptor antagonist measurement,1
http://www.ebi.ac.uk/efo/EFO_0008336,disease progression measurement,1
http://www.ebi.ac.uk/efo/EFO_0008354,cognitive function measurement,5
http://www.ebi.ac.uk/efo/EFO_0008360,environmental exposure measurement,2
http://www.ebi.ac.uk/efo/EFO_0008373,Left ventricular ejection fraction,14
http://www.ebi.ac.uk/efo/EFO_0008377,mosquito bite reaction itch intensity measurement,1
http://www.ebi.ac.uk/efo/EFO_0008378,mosquito bite reaction size measurement,1
http://www.ebi.ac.uk/efo/EFO_0008380,perceived unattractiveness to mosquitos measurement,2
http://www.ebi.ac.uk/efo/EFO_0008393,reaction time measurement,6
http://www.ebi.ac.uk/efo/EFO_0008394,verbal-numerical reasoning measurement,3
http://www.ebi.ac.uk/efo/EFO_0008399,mean fractional anisotropy measurement,2
http://www.ebi.ac.uk/efo/EFO_0008404,susceptibility to mumps measurement,1
http://www.ebi.ac.uk/efo/EFO_0008405,susceptibility to hepatitis B infection measurement,1
http://www.ebi.ac.uk/efo/EFO_0008412,susceptibility to vaginal yeast infection measurement,1
http://www.ebi.ac.uk/efo/EFO_0008415,susceptibility to hepatitis A infection measurement,1
http://www.ebi.ac.uk/efo/EFO_0008417,susceptibility to common cold measurement,1
http://www.ebi.ac.uk/efo/EFO_0008418,susceptibility to rubella infection measurement,1
http://www.ebi.ac.uk/efo/EFO_0008419,susceptibility to chronic sinus infection measurement,1
http://www.ebi.ac.uk/efo/EFO_0008433,pursuit maintenance gain measurement,1
http://www.ebi.ac.uk/efo/EFO_0008434,initial pursuit acceleration,2
http://www.ebi.ac.uk/efo/EFO_0008446,platelet-to-lymphocyte ratio,4
http://www.ebi.ac.uk/efo/EFO_0008447,neutrophil-to-lymphocyte ratio,3
http://www.ebi.ac.uk/efo/EFO_0008451,activities of daily living score measurement,1
http://www.ebi.ac.uk/efo/EFO_0008460,colorectal health,3
http://www.ebi.ac.uk/efo/EFO_0008463,glucagon measurement,1
http://www.ebi.ac.uk/efo/EFO_0008464,glucose-dependent insulinotropic peptide measurement,2
http://www.ebi.ac.uk/efo/EFO_0008475,mood instability measurement,3
http://www.ebi.ac.uk/efo/EFO_0008483,response to trauma exposure,1
http://www.ebi.ac.uk/efo/EFO_0008487,lateral ventricle volume measurement,1
http://www.ebi.ac.uk/efo/EFO_0008534,tryptophan measurement,1
http://www.ebi.ac.uk/efo/EFO_0008541,response to opioid,1
http://www.ebi.ac.uk/efo/EFO_0008579,risk-taking behaviour,13
http://www.ebi.ac.uk/efo/EFO_0008589,esterified cholesterol measurement,3
http://www.ebi.ac.uk/efo/EFO_0008591,free cholesterol measurement,2
http://www.ebi.ac.uk/efo/EFO_0008595,intermediate density lipoprotein measurement,3
http://www.ebi.ac.uk/efo/EFO_0009010,HSV2 virologic severity measurement,1
http://www.ebi.ac.uk/efo/EFO_0009101,age at first birth measurement,1
http://www.ebi.ac.uk/efo/EFO_0009132,cholesterol efflux capacity measurement,1
http://www.ebi.ac.uk/efo/EFO_0009180,rosacea severity measurement,2
http://www.ebi.ac.uk/efo/EFO_0009185,heart rate response to recovery post exercise,1
http://www.ebi.ac.uk/efo/EFO_0009188,Red cell distribution width,9
http://www.ebi.ac.uk/efo/EFO_0009260,non-melanoma skin carcinoma,2
http://www.ebi.ac.uk/efo/EFO_0009262,nicotine dependence symptom count,3
http://www.ebi.ac.uk/efo/EFO_0009268,Family history of Alzheimer's Disease,2
http://www.ebi.ac.uk/efo/EFO_0009270,heel bone mineral density,6
http://www.ebi.ac.uk/efo/EFO_0009282,Sodium,1
http://www.ebi.ac.uk/efo/EFO_0009283,Potassium,3
http://www.ebi.ac.uk/efo/EFO_0009289,left ventricular mass,3
http://www.ebi.ac.uk/efo/EFO_0009290,left ventricular mass index,1
http://www.ebi.ac.uk/efo/EFO_0009323,alpha synuclein measurement,2
http://www.ebi.ac.uk/efo/EFO_0009336,velopharyngeal dysfunction,2
http://www.ebi.ac.uk/efo/EFO_0009369,diffusing capacity of the lung for carbon monoxide,1
http://www.ebi.ac.uk/efo/EFO_0009410,uterine fibroid,2
http://www.ebi.ac.uk/efo/EFO_0009443,BRCAX breast cancer,1
http://www.ebi.ac.uk/efo/EFO_0009458,alcohol use disorder measurement,3
http://www.ebi.ac.uk/efo/EFO_0009473,hemolysis,1
http://www.ebi.ac.uk/efo/EFO_0009579,Postpartum hemorrhage,1
http://www.ebi.ac.uk/efo/EFO_0009588,feeling 'fed-up' measurement,1
http://www.ebi.ac.uk/efo/EFO_0009589,Worry,9
http://www.ebi.ac.uk/efo/EFO_0009592,social interaction measurement,2
http://www.ebi.ac.uk/efo/EFO_0009594,irritability measurement,2
http://www.ebi.ac.uk/efo/EFO_0009595,guilt measurement,1
http://www.ebi.ac.uk/efo/EFO_0009597,feeling nervous measurement,1
http://www.ebi.ac.uk/efo/EFO_0009598,feeling miserable measurement,2
http://www.ebi.ac.uk/efo/EFO_0009603,stroke outcome severity measurement,2
http://www.ebi.ac.uk/efo/EFO_0009695,household income,4
http://www.ebi.ac.uk/efo/EFO_0009718,peak expiratory flow,12
http://www.ebi.ac.uk/efo/EFO_0009720,able to hear with hearing aids,1
http://www.ebi.ac.uk/efo/EFO_0009748,response to ketamine,1
http://www.ebi.ac.uk/efo/EFO_0009749,age at first sexual intercourse measurement,3
http://www.ebi.ac.uk/efo/EFO_0009762,Healthspan,1
http://www.ebi.ac.uk/efo/EFO_0009764,eye colour measurement,1
http://www.ebi.ac.uk/efo/EFO_0009765,alanine measurement,4
http://www.ebi.ac.uk/efo/EFO_0009766,asparagine measurement,1
http://www.ebi.ac.uk/efo/EFO_0009767,Glycine,3
http://www.ebi.ac.uk/efo/EFO_0009768,glutamine measurement,12
http://www.ebi.ac.uk/efo/EFO_0009769,histidine measurement,2
http://www.ebi.ac.uk/efo/EFO_0009770,leucine measurement,4
http://www.ebi.ac.uk/efo/EFO_0009774,serine measurement,1
http://www.ebi.ac.uk/efo/EFO_0009776,ornithine measurement,1
http://www.ebi.ac.uk/efo/EFO_0009792,valine measurement,2
http://www.ebi.ac.uk/efo/EFO_0009819,comparative body size at age 10; self-reported,5
http://www.ebi.ac.uk/efo/EFO_0009861,chromosome-type aberration frequency,1
http://www.ebi.ac.uk/efo/EFO_0009863,anxiety measurement,1
http://www.ebi.ac.uk/efo/EFO_0009881,Nonischemic cardiomyopathy,4
http://www.ebi.ac.uk/efo/EFO_0009924,Drugs used in diabetes use measurement,4
http://www.ebi.ac.uk/efo/EFO_0009925,Antithrombotic agent use measurement,3
http://www.ebi.ac.uk/efo/EFO_0009927,Antihypertensive use measurement,4
http://www.ebi.ac.uk/efo/EFO_0009928,Diuretic use measurement,1
http://www.ebi.ac.uk/efo/EFO_0009929,Beta blocking agent use measurement,1
http://www.ebi.ac.uk/efo/EFO_0009930,Calcium channel blocker use measurement,5
http://www.ebi.ac.uk/efo/EFO_0009931,Agents acting on the renin-angiotensin system use measurement,5
http://www.ebi.ac.uk/efo/EFO_0009932,HMG CoA reductase inhibitor use measurement,4
http://www.ebi.ac.uk/efo/EFO_0009933,Thyroid preparation use measurement,4
http://www.ebi.ac.uk/efo/EFO_0009938,Anilide use measurement,1
http://www.ebi.ac.uk/efo/EFO_0009939,Antimigraine preparation use measurement,1
http://www.ebi.ac.uk/efo/EFO_0009941,Inhalant adrenergic use measurement,1
http://www.ebi.ac.uk/efo/EFO_0009942,Glucocorticoid use measurement,6
http://www.ebi.ac.uk/efo/EFO_0009959,Diverticular disease,17
http://www.ebi.ac.uk/efo/EFO_0009961,Insulinogenic index,9
http://www.ebi.ac.uk/efo/EFO_0010067,Corneal resistance factor,9
http://www.ebi.ac.uk/efo/EFO_0010071,cardiac troponin I measurement,2
http://www.ebi.ac.uk/efo/EFO_0010078,dentures,1
http://www.ebi.ac.uk/efo/EFO_0010091,tea consumption measurement,1
http://www.ebi.ac.uk/efo/EFO_0010092,bitter alcoholic beverage consumption measurement,2
http://www.ebi.ac.uk/efo/EFO_0010103,response to peginterferon alfa-2a,1
http://www.ebi.ac.uk/efo/EFO_0010112,acetate measurement,5
http://www.ebi.ac.uk/efo/EFO_0010114,citrate measurement,5
http://www.ebi.ac.uk/efo/EFO_0010116,choline measurement,2
http://www.ebi.ac.uk/efo/EFO_0010117,pyruvate measurement,6
http://www.ebi.ac.uk/efo/EFO_0010118,sphingomyelin measurement,4
http://www.ebi.ac.uk/efo/EFO_0010119,omega-3 polyunsaturated fatty acid measurement,4
http://www.ebi.ac.uk/efo/EFO_0010125,viral load,3
http://www.ebi.ac.uk/efo/EFO_0010130,health study participation,3
http://www.ebi.ac.uk/efo/EFO_0010139,fish consumption measurement,1
http://www.ebi.ac.uk/efo/EFO_0010151,soluble triggering receptor expressed on myeloid cells 2 measurement,4
http://www.ebi.ac.uk/efo/EFO_0010155,taste liking measurement,5
http://www.ebi.ac.uk/efo/EFO_0010158,sugar consumption measurement,1
http://www.ebi.ac.uk/efo/EFO_0010176,keratinocyte carcinoma,1
http://www.ebi.ac.uk/efo/EFO_0010225,lysophosphatidylethanolamine measurement,1
http://www.ebi.ac.uk/efo/EFO_0010343,cholesteryl ester 18:0 measurement,2
http://www.ebi.ac.uk/efo/EFO_0010346,cholesteryl ester 18:3 measurement,1
http://www.ebi.ac.uk/efo/EFO_0010347,cholesteryl ester 20:3 measurement,1
http://www.ebi.ac.uk/efo/EFO_0010351,cholesteryl ester measurement,9
http://www.ebi.ac.uk/efo/EFO_0010355,diacylglycerol 36:2 measurement,1
http://www.ebi.ac.uk/efo/EFO_0010362,lysophosphatidylcholine 20:3 measurement,1
http://www.ebi.ac.uk/efo/EFO_0010368,lysophosphatidylethanolamine 18:1 measurement,1
http://www.ebi.ac.uk/efo/EFO_0010384,phosphatidylcholine 38:2 measurement,1
http://www.ebi.ac.uk/efo/EFO_0010414,triacylglycerol 52:2 measurement,1
http://www.ebi.ac.uk/efo/EFO_0010416,triacylglycerol 52:4 measurement,1
http://www.ebi.ac.uk/efo/EFO_0010422,triacylglycerol 54:4 measurement,1
http://www.ebi.ac.uk/efo/EFO_0010430,triacylglycerol 56:3 measurement,1
http://www.ebi.ac.uk/efo/EFO_0010433,triacylglycerol 56:6 measurement,1
http://www.ebi.ac.uk/efo/EFO_0010435,triacylglycerol 56:8 measurement,1
http://www.ebi.ac.uk/efo/EFO_0010437,triacylglycerol 58:10 measurement,1
http://www.ebi.ac.uk/efo/EFO_0010441,triacylglycerol 58:7 measurement,2
http://www.ebi.ac.uk/efo/EFO_0010442,triacylglycerol 58:8 measurement,1
http://www.ebi.ac.uk/efo/EFO_0010443,triacylglycerol 58:9 measurement,1
http://www.ebi.ac.uk/efo/EFO_0010465,Beta-hydroxybutyric acid,1
http://www.ebi.ac.uk/efo/EFO_0010469,carnitine measurement,1
http://www.ebi.ac.uk/efo/EFO_0010470,carnosine measurement,1
http://www.ebi.ac.uk/efo/EFO_0010476,dimethylglycine measurement,1
http://www.ebi.ac.uk/efo/EFO_0010491,glycocholate measurement,1
http://www.ebi.ac.uk/efo/EFO_0010501,indole-3-propionate measurement,1
http://www.ebi.ac.uk/efo/EFO_0010520,peptide measurement,1
http://www.ebi.ac.uk/efo/EFO_0010528,quinolinic acid measurement,1
http://www.ebi.ac.uk/efo/EFO_0010537,taurochenodeoxycholate measurement,1
http://www.ebi.ac.uk/efo/EFO_0010554,retinal vasculature measurement,2
http://www.ebi.ac.uk/efo/EFO_0010576,liver fibrosis measurement,1
http://www.ebi.ac.uk/efo/EFO_0010578,complex trait,5
http://www.ebi.ac.uk/efo/EFO_0010602,brain age measurement,1
http://www.ebi.ac.uk/efo/EFO_0010638,atopic asthma,2
http://www.ebi.ac.uk/efo/EFO_0010639,pain,1
http://www.ebi.ac.uk/efo/EFO_0010701,mean reticulocyte volume,10
http://www.ebi.ac.uk/efo/EFO_0010702,opioid use disorder,1
http://www.ebi.ac.uk/efo/EFO_0010703,trauma exposure measurement,2
http://www.ebi.ac.uk/efo/EFO_0010723,ocular sarcoidosis,1
http://www.ebi.ac.uk/efo/EFO_0010724,lifestyle measurement,2
http://www.ebi.ac.uk/efo/EFO_0010732,omega-6:omega-3 polyunsaturated fatty acid ratio,2
http://www.ebi.ac.uk/efo/EFO_0010733,polyunsaturated fatty acid measurement,2
http://www.ebi.ac.uk/efo/EFO_0010813,Fasting C-peptide,2
http://www.ebi.ac.uk/efo/EFO_0010815,remnant cholesterol measurement,5
http://www.ebi.ac.uk/efo/EFO_0010820,Spontaneous coronary artery dissection,5
http://www.ebi.ac.uk/efo/EFO_0010934,aspartate aminotransferase to alanine aminotransferase ratio,1
http://www.ebi.ac.uk/efo/EFO_0010967,urinary microalbumin measurement,1
http://www.ebi.ac.uk/efo/EFO_0010968,Phosphate,11
http://www.ebi.ac.uk/efo/EFO_0010982,3-hydroxybutyrate measurement,1
http://www.ebi.ac.uk/efo/EFO_0010989,acetone measurement,1
http://www.ebi.ac.uk/efo/EFO_0011013,vaginal microbiome measurement,9
http://www.ebi.ac.uk/efo/EFO_0011015,educational attainment,13
http://www.ebi.ac.uk/efo/EFO_0011031,intestinal permeability measurement,1
http://www.ebi.ac.uk/efo/EFO_0020097,QRS-T angle,3
http://www.ebi.ac.uk/efo/EFO_0020098,Abdominal fat ratio,3
http://www.ebi.ac.uk/efo/EFO_0020099,Weight-to-muscle ratio,4
http://www.ebi.ac.uk/efo/EFO_0020690,protein-glutamine gamma-glutamyltransferase e measurement,1
http://www.ebi.ac.uk/efo/EFO_0020693,pulmonary surfactant-associated protein d measurement,1
http://www.ebi.ac.uk/efo/EFO_0020865,aortic measurement,7
http://www.ebi.ac.uk/efo/EFO_0020875,fatty acid change measurement,2
http://www.ebi.ac.uk/efo/EFO_0020934,posterior thigh muscle fat infiltration measurement,1
http://www.ebi.ac.uk/efo/EFO_0020935,Anterior thigh muscle volume,5
http://www.ebi.ac.uk/efo/EFO_0020936,anterior thigh muscle fat infiltration measurement,1
http://www.ebi.ac.uk/efo/EFO_0020946,phospholipids:total lipids ratio,7
http://www.ebi.ac.uk/efo/EFO_0020949,clonal hematopoiesis mutation measurement,1
http://www.ebi.ac.uk/efo/EFO_0020972,revision of total knee arthroplasty,1
http://www.ebi.ac.uk/efo/EFO_0020974,revision of total joint arthroplasty,1
http://www.ebi.ac.uk/efo/EFO_0020990,arginine measurement,1
http://www.ebi.ac.uk/efo/EFO_0021044,palmitoylcarnitine measurement,2
http://www.ebi.ac.uk/efo/EFO_0021045,stearoylcarnitine measurement,1
http://www.ebi.ac.uk/efo/EFO_0021117,androsterone sulfate measurement,1
http://www.ebi.ac.uk/efo/EFO_0021119,dehydroisoandrosterone sulfate DHEA-S measurement,1
http://www.ebi.ac.uk/efo/EFO_0021161,salicylate measurement,1
http://www.ebi.ac.uk/efo/EFO_0021163,ergothioneine measurement,1
http://www.ebi.ac.uk/efo/EFO_0021164,homostachydrine measurement,1
http://www.ebi.ac.uk/efo/EFO_0021171,erythritol measurement,1
http://www.ebi.ac.uk/efo/EFO_0021283,X-12063 measurement,1
http://www.ebi.ac.uk/efo/EFO_0021335,X-12798 measurement,1
http://www.ebi.ac.uk/efo/EFO_0021527,blood arsenic measurement,1
http://www.ebi.ac.uk/efo/EFO_0021530,blood tin measurement,1
http://www.ebi.ac.uk/efo/EFO_0021636,Lauric acid,6
http://www.ebi.ac.uk/efo/EFO_0021660,Palmitic acid,5
http://www.ebi.ac.uk/efo/EFO_0021796,sexual dimorphism measurement,7
http://www.ebi.ac.uk/efo/EFO_0021814,right ventricular diastolic volume measurement,1
http://www.ebi.ac.uk/efo/EFO_0021815,right ventricular systolic volume measurement,1
http://www.ebi.ac.uk/efo/EFO_0021816,right ventricular ejection fraction measurement,3
http://www.ebi.ac.uk/efo/EFO_0021820,Right ventricular ejection fraction to left ventricular ejection fraction ratio,6
http://www.ebi.ac.uk/efo/EFO_0021821,Right ventricular stroke volume to left ventricular stroke volume ratio,6
http://www.ebi.ac.uk/efo/EFO_0021897,apolipoprotein B to apolipoprotein A1 ratio,1
http://www.ebi.ac.uk/efo/EFO_0021898,cholesterol in chylomicrons and extremely large VLDL measurement,1
http://www.ebi.ac.uk/efo/EFO_0021899,cholesterol in IDL measurement,3
http://www.ebi.ac.uk/efo/EFO_0021900,cholesterol in large HDL measurement,4
http://www.ebi.ac.uk/efo/EFO_0021901,cholesterol in large LDL measurement,1
http://www.ebi.ac.uk/efo/EFO_0021902,cholesterol in large VLDL measurement,2
http://www.ebi.ac.uk/efo/EFO_0021903,cholesterol in medium HDL measurement,3
http://www.ebi.ac.uk/efo/EFO_0022052,2;4;5-trichlorophenol measurement,2
http://www.ebi.ac.uk/efo/EFO_0022053,4;6-dinitro-o-cresol measurement,2
http://www.ebi.ac.uk/efo/EFO_0022054,aldrin measurement,2
http://www.ebi.ac.uk/efo/EFO_0022055,azinphos methyl measurement,2
http://www.ebi.ac.uk/efo/EFO_0022056,cadmium chloride measurement,2
http://www.ebi.ac.uk/efo/EFO_0022057,chlorpyrifos measurement,2
http://www.ebi.ac.uk/efo/EFO_0022058,dibutyl phthalate measurement,2
http://www.ebi.ac.uk/efo/EFO_0022059,diazinon measurement,2
http://www.ebi.ac.uk/efo/EFO_0022060,dicofol measurement,2
http://www.ebi.ac.uk/efo/EFO_0022061,dieldrin measurement,2
