hEntrez	humanSymbol_wt	symbol_wt	mEntrez_wt	log2fc_wt	log2fc_mean_wt	adj_p_value_wt	n_mouse_map_wt	humanSymbol_ko	symbol_ko	mEntrez_ko	log2fc_ko	log2fc_mean_ko	adj_p_value_ko	n_mouse_map_ko	sig_wt	sig_ko
10589	DRAP1	Drap1	66556	0.42423	0.42423	0.000516162	1.0								True	False
1059								CENPB	Cenpb	12616	-0.577064	-0.577064	4.11104e-07	1.0	False	True
10594								PRPF8	Prpf8	192159	-0.582068	-0.582068	0.0171586	1.0	False	True
10597	TRAPPC2B	Trappc2	66226	0.399629	0.399629	0.0243883	1.0								True	False
1060	CENPC	Cenpc1	12617	-0.404528	-0.404528	0.00286813	1.0								True	False
10605								PAIP1	Paip1	218693	0.418482	0.418482	0.0301861	1.0	False	True
10607								TBL3	Tbl3	213773	-0.629037	-0.629037	0.0055341	1.0	False	True
10613	ERLIN1	Erlin1	226144	0.191655	0.191655	0.0451788	1.0	ERLIN1	Erlin1	226144	0.28987	0.28987	0.00117066	1.0	True	True
10615	SPAG5	Spag5	54141	-0.526535	-0.526535	0.00160792	1.0	SPAG5	Spag5	54141	-0.509818	-0.509818	0.00231519	1.0	True	True
10618								TGOLN2	Tgoln1	22134	0.187818	0.187818	0.0220122	1.0	False	True
1062	CENPE	Cenpe	229841	-0.350457	-0.350457	0.0211655	1.0	CENPE	Cenpe	229841	-0.405021	-0.405021	0.00618418	1.0	True	True
10621								POLR3F	Polr3f	70408	0.276727	0.276727	0.0351326	1.0	False	True
10627	MYL12A	Myl12a	67268	0.389786	0.37145700000000004	0.000737762	2.0	MYL12A	Myl12a	67268	0.416214	0.38654599999999995	0.000266364	2.0	True	True
10629								TAF6L	Taf6l|Gm2518	225895	-0.316932	-0.316932	0.0287938	1.0	False	True
1063	CENPF	Cenpf	108000	-0.551464	-0.551464	0.000836309	1.0	CENPF	Cenpf	108000	-0.445685	-0.445685	0.00873289	1.0	True	True
10630	PDPN	Pdpn	14726	1.03098	1.03098	0.0392498	1.0								True	False
10632	ATP5MG	Atp5mg	27425	0.578038	0.578038	0.000217073	1.0	ATP5MG	Atp5mg	27425	0.332393	0.332393	0.0498893	1.0	True	True
10634								GAS2L1	Gas2l1	78926	-0.651399	-0.651399	0.0454541	1.0	False	True
10635	RAD51AP1	Rad51ap1	19362	-0.348756	-0.348756	0.045358	1.0								True	False
10636	RGS14	Rgs14	51791	0.354475	0.354475	0.0258702	1.0								True	False
10643	IGF2BP3	Igf2bp3	140488	-1.74302	-1.74302	0.0133572	1.0								True	False
106480882								RN7SKP156	Rn7sk	19817	0.596884	0.596884	0.0246372	1.0	False	True
10651	MTX2	Mtx2	53375	0.500917	0.500917	0.00856328	1.0								True	False
10652	YKT6	Ykt6	56418	0.278687	0.278687	0.0122185	1.0	YKT6	Ykt6	56418	0.267465	0.267465	0.0172221	1.0	True	True
10658	CELF1	Celf1	13046	-0.351999	-0.351999	0.00456899	1.0	CELF1	Celf1	13046	-0.40208	-0.40208	0.000976653	1.0	True	True
10661	KLF1	Klf1	16596	-0.496273	-0.496273	0.0150728	1.0	KLF1	Klf1	16596	-1.11092	-1.11092	1.8019e-09	1.0	True	True
10664	CTCF	Ctcf	13018	-0.282284	-0.282284	0.000798613	1.0								True	False
10671								DCTN6	Dctn6	22428	0.244643	0.244643	0.00985007	1.0	False	True
10673								TNFSF13B	Tnfsf13b	24099	0.348304	0.348304	0.0498422	1.0	False	True
1069	CETN2	Cetn2	26370	0.415386	0.415386	0.0157474	1.0	CETN2	Cetn2	26370	0.391499	0.391499	0.0207272	1.0	True	True
10694								CCT8	Cct8	12469	0.207867	0.207867	0.0221098	1.0	False	True
1070	CETN3	Cetn3	12626	0.609788	0.609788	0.000183934	1.0								True	False
10717								AP4B1	Ap4b1	67489	-0.410657	-0.410657	0.000357796	1.0	False	True
1072	CFL1	Cfl1	12631	0.411365	0.411365	0.00123254	1.0								True	False
10721	POLQ	Polq	77782	-0.570166	-0.570166	0.000349659	1.0								True	False
10728	PTGES3	Ptges3	56351	0.38159	0.38159	0.000223605	1.0	PTGES3	Ptges3	56351	0.347002	0.347002	0.00089915	1.0	True	True
10743	RAI1	Rai1	19377	-0.427811	-0.427811	0.0198212	1.0	RAI1	Rai1	19377	-0.530169	-0.530169	0.00393881	1.0	True	True
1075	CTSC	Ctsc	13032	0.271216	0.271216	0.0305309	1.0	CTSC	Ctsc	13032	0.290999	0.290999	0.018826	1.0	True	True
10762								NUP50	Nup50	18141	-0.251976	-0.251976	0.00387506	1.0	False	True
10767	HBS1L	Hbs1l	56422	-0.203131	-0.203131	0.00815096	1.0								True	False
10768								AHCYL1	Ahcyl1	229709	-0.223161	-0.223161	0.0222642	1.0	False	True
10775								POP4	Pop4	66161	0.494519	0.494519	0.00023042	1.0	False	True
10776	ARPP19	Arpp19	59046	0.37001	0.37001	0.0151651	1.0	ARPP19	Arpp19	59046	0.536431	0.536431	0.00017007	1.0	True	True
10777	ARPP21	Arpp21	74100	-0.748174	-0.748174	0.0145885	1.0								True	False
10782								ZNF274	Zfp110	65020	0.381693	0.381693	0.00547369	1.0	False	True
10788	IQGAP2	Iqgap2	544963	-0.32923	-0.32923	0.0298676	1.0								True	False
10795	ZNF268	Zfp268	433801	0.828604	0.828604	0.00085245	1.0								True	False
10797	MTHFD2	Mthfd2	17768	-0.259434	-0.259434	0.0455689	1.0								True	False
10799	RPP40	Rpp40	208366	1.19241	1.19241	0.000370189	1.0								True	False
10800								CYSLTR1	Cysltr1	58861	0.728055	0.728055	0.00187294	1.0	False	True
10813	UTP14A	Utp14b	195434	-0.392879	-0.392879	0.0316102	1.0	UTP14A	Utp14a	72554	0.220425	0.220425	0.0292026	1.0	True	True
10814	CPLX2	Cplx2	12890	-1.16171	-1.16171	9.24969e-08	1.0	CPLX2	Cplx2	12890	-0.737742	-0.737742	0.00160474	1.0	True	True
10825	NEU3	Neu3	50877	-0.815086	-0.815086	2.76497e-06	1.0	NEU3	Neu3	50877	-0.594987	-0.594987	0.000576224	1.0	True	True
10840								ALDH1L1	Aldh1l1	107747	-1.36496	-1.36496	0.0413095	1.0	False	True
10845	CLPX	Clpx	270166	0.288971	0.288971	0.00241448	1.0								True	False
10847	SRCAP	Srcap	100043597	-0.563599	-0.563599	0.00231031	1.0								True	False
10857	PGRMC1	Pgrmc1	53328	0.283414	0.283414	0.0168569	1.0	PGRMC1	Pgrmc1	53328	0.357312	0.357312	0.00154816	1.0	True	True
10861	SLC26A1	Slc26a1	231583	-0.738811	-0.738811	0.00407947	1.0	SLC26A1	Slc26a1	231583	-0.697865	-0.697865	0.00918774	1.0	True	True
10869	USP19	Usp19	71472	-0.347092	-0.347092	0.0290881	1.0	USP19	Usp19	71472	-0.42453	-0.42453	0.00629372	1.0	True	True
10870	HCST	Hcst	23900	0.634522	0.634522	0.000634846	1.0								True	False
10871	CD300C	Cd300c	387565	-0.609267	-0.017614999999999992	0.0402634	2.0	CD300C	Cd300c2	140497	0.306849	0.306849	0.0416823	1.0	True	True
10875	FGL2	Fgl2	14190	0.489563	0.489563	1.53204e-06	1.0								True	False
10884	MRPS30	Mrps30	59054	0.252917	0.252917	0.0185412	1.0								True	False
10887	PROKR1	Prokr1	58182	-0.496411	-0.496411	0.0249041	1.0	PROKR1	Prokr1	58182	-0.464896	-0.464896	0.0360959	1.0	True	True
1089		Ceacam10	26366	0.570966	0.570966	5.4969e-07	1.0		Ceacam10	26366	0.326178	0.326178	0.00918774	1.0	True	True
10897								YIF1A	Yif1a	68090	0.373128	0.373128	0.0121335	1.0	False	True
10899	JTB	Jtb	23922	0.452304	0.452304	0.00318236	1.0								True	False
10902	BRD8	Brd8	78656	-0.34052	-0.34052	0.00152012	1.0	BRD8	Brd8	78656	-0.272967	-0.272967	0.0134616	1.0	True	True
10907								TXNL4A	Txnl4a|Naa12	27366	0.295562	0.295562	0.0197241	1.0	False	True
10908	PNPLA6	Pnpla6	50767	-0.6522	-0.6522	2.57678e-06	1.0	PNPLA6	Pnpla6	50767	-0.533439	-0.533439	0.000190053	1.0	True	True
10910	SUGT1	Sugt1	67955	0.425325	0.425325	0.00385596	1.0								True	False
10919								EHMT2	Ehmt2	110147	-0.432592	-0.432592	0.0103798	1.0	False	True
10923	SUB1	Sub1	20024	0.521222	0.521222	0.00320098	1.0	SUB1	Sub1	20024	0.568745	0.568745	0.0010355	1.0	True	True
10924	SMPDL3A	Smpdl3a	57319	0.728136	0.728136	1.53306e-15	1.0	SMPDL3A	Smpdl3a	57319	0.397554	0.397554	4.59641e-05	1.0	True	True
10927								SPIN1	Spin1	20729	0.233176	0.233176	0.030873	1.0	False	True
10929								SRSF8	Srsf2	20382	-0.180326	-0.180326	0.0270363	1.0	False	True
10933	MORF4L1	Morf4l1|Morf4l1b	21761	0.162459	0.162459	0.037148	1.0								True	False
10938	EHD1	Ehd1	13660	0.418276	0.418276	0.027823	1.0								True	False
10939	AFG3L2	Afg3l2	69597	-0.313858	-0.313858	0.0089744	1.0	AFG3L2	Afg3l2	69597	-0.432209	-0.432209	0.00016291	1.0	True	True
10943	MSL3	Msl3l2	73390	0.740135	0.740135	0.0086593	1.0	MSL3	Msl3	17692	0.214979	0.214979	0.0393933	1.0	True	True
10944								C11orf58	1110004F10Rik	56372	0.298195	0.298195	0.0327829	1.0	False	True
10949								HNRNPA0	Hnrnpa0	77134	-0.718641	-0.718641	0.000719085	1.0	False	True
10951	CBX1	Cbx1	12412	-0.224525	-0.224525	0.00411899	1.0								True	False
10952	SEC61B	Sec61b	66212	0.650491	0.650491	0.000331489	1.0	SEC61B	Sec61b	66212	0.529477	0.529477	0.00435141	1.0	True	True
10956								OS9	Os9	216440	-0.529394	-0.529394	0.0219197	1.0	False	True
10959								TMED2	Tmed2	56334	0.344443	0.344443	0.021428	1.0	False	True
10961	ERP29	Erp29	67397	0.265064	0.265064	0.0359561	1.0								True	False
10965	ACOT2	Acot1	26897	2.19146	2.19146	3.73469e-10	1.0	ACOT2	Acot1	26897	2.19937	2.19937	6.07593e-10	1.0	True	True
10969	EBNA1BP2	Ebna1bp2	69072	0.36913	0.36913	0.0150728	1.0								True	False
109703458								HTD2	Rpp14|Htd2	67053	0.478563	0.478563	0.0275256	1.0	False	True
10971								YWHAQ	Ywhaq	22630	0.315592	0.315592	0.00309174	1.0	False	True
10972	TMED10	Tmed10	68581	0.240769	0.240769	0.0353542	1.0	TMED10	Tmed10	68581	0.298975	0.298975	0.00693941	1.0	True	True
109731405								PDXDC2P	Pdxdc1	94184	0.202615	0.202615	0.0270408	1.0	False	True
10975	UQCR11	Uqcr11	66594	0.495854	0.495854	0.0187731	1.0	UQCR11	Uqcr11	66594	0.447376	0.447376	0.0355086	1.0	True	True
10978								CLP1	Clp1	98985	-0.360855	-0.360855	0.000591182	1.0	False	True
10980	COPS6	Cops6	26893	0.3965	0.3965	0.00106238	1.0	COPS6	Cops6	26893	0.256456	0.256456	0.046672	1.0	True	True
10981	RAB32	Rab32	67844	0.495367	0.495367	4.13628e-06	1.0	RAB32	Rab32	67844	0.445257	0.445257	4.50504e-05	1.0	True	True
10985								GCN1	Gcn1	231659	-0.6254	-0.6254	3.58632e-06	1.0	False	True
10987								COPS5	Cops5	26754	0.366976	0.366976	0.0109894	1.0	False	True
10988	METAP2	Metap2	56307	-0.430446	-0.430446	0.00239186	1.0	METAP2	Metap2	56307	-0.575246	-0.575246	2.27311e-05	1.0	True	True
10990	LILRB5	Pira11|Pira6|Pira7|Pira12	100038909	0.413823	0.370379	4.51838e-06	3.0	LILRB5	Pira6|Pira13	100041146	0.497463	0.401565	0.00760424	5.0	True	True
10999	SLC27A4	Slc27a4	26569	0.590079	0.590079	0.0193773	1.0								True	False
11004								KIF2C	Kif2c	73804	-0.300733	-0.300733	0.0283741	1.0	False	True
11010	GLIPR1	Glipr1	73690	0.512053	0.512053	0.000121297	1.0	GLIPR1	Glipr1	73690	0.481429	0.481429	0.000330664	1.0	True	True
11024	LILRA1	Pira11|Pira6|Pira7|Pira12	100038909	0.413823	0.370379	4.51838e-06	3.0	LILRA1	Pira6|Pira13	100041146	0.497463	0.39919525	0.00760424	4.0	True	True
11025	LILRB3|LOC102725035|LOC107987425|LOC107987462	Pira11|Pira6|Pira7|Pira12	100038909	0.413823	0.370379	4.51838e-06	3.0	LILRB3|LOC102725035|LOC107987425|LOC107987462	Pira6|Pira13	100041146	0.497463	0.401565	0.00760424	5.0	True	True
11027	LILRA2	Pira11|Pira6|Pira7|Pira12	100038909	0.413823	0.370379	4.51838e-06	3.0	LILRA2	Pira6|Pira13	100041146	0.497463	0.39919525	0.00760424	4.0	True	True
11031	RAB31	Rab31	106572	0.335362	0.335362	0.0011723	1.0	RAB31	Rab31	106572	0.329225	0.329225	0.00144876	1.0	True	True
11033	ADAP1	Adap1	231821	0.480253	0.480253	0.00285982	1.0								True	False
11034	DSTN	Dstn	56431	0.49336	0.49336	3.13427e-07	1.0	DSTN	Dstn	56431	0.457249	0.457249	2.51009e-06	1.0	True	True
1104								RCC1	Rcc1	100088	-0.439897	-0.439897	0.000131424	1.0	False	True
11040	PIM2	Pim2	18715	-0.582896	-0.582896	0.0040882	1.0	PIM2	Pim2	18715	-0.567846	-0.567846	0.00643399	1.0	True	True
11044	TENT4A	Tent4a	210106	-0.498058	-0.498058	0.00039868	1.0	TENT4A	Tent4a	210106	-0.679985	-0.679985	8.69476e-07	1.0	True	True
11057								ABHD2	Abhd2	54608	-0.434254	-0.434254	0.0281871	1.0	False	True
11059								WWP1	Wwp1	107568	0.256227	0.256227	0.0358987	1.0	False	True
110599564	EEF1AKMT4	Eef1akmt4	110599566	0.455308	0.455308	0.027749	1.0								True	False
11060								WWP2	Wwp2	66894	-0.353556	-0.353556	0.00700892	1.0	False	True
11065								UBE2C	Ube2c	68612	-0.376042	-0.376042	0.00849599	1.0	False	True
11068	CYB561D2	Cyb561d2	56368	0.401933	0.401933	0.0445077	1.0								True	False
11079	RER1	Rer1	67830	0.381036	0.381036	4.60951e-06	1.0	RER1	Rer1	67830	0.347095	0.347095	3.48314e-05	1.0	True	True
1108								CHD4	Chd4	107932	-0.443555	-0.443555	0.0172589	1.0	False	True
11080	DNAJB4	Dnajb4	67035	-0.498223	-0.498223	0.00320695	1.0								True	False
11083	DIDO1	Dido1	23856	-0.285158	-0.285158	0.00815601	1.0								True	False
1109	AKR1C4	Akr1c13	27384	0.755	0.755	1.90424e-05	1.0	AKR1C4	Akr1c13	27384	0.381664	0.381664	0.041149	1.0	True	True
11091	WDR5	Wdr5	140858	0.289105	0.289105	0.00386147	1.0								True	False
11100								HNRNPUL1	Hnrnpul1	232989	-0.428193	-0.428193	0.00156492	1.0	False	True
11102								RPP14	Rpp14|Htd2	67053	0.478563	0.478563	0.0275256	1.0	False	True
11103								KRR1	Krr1	52705	0.303527	0.303527	0.00745156	1.0	False	True
11104								KATNA1	Katna1	23924	0.215042	0.215042	0.0328948	1.0	False	True
11113	CIT	Cit	12704	-0.415558	-0.415558	0.00560889	1.0	CIT	Cit	12704	-0.338852	-0.338852	0.0290056	1.0	True	True
11117								EMILIN1	Emilin1	100952	-0.558744	-0.558744	0.0306273	1.0	False	True
111188157								LYNX1-SLURP2	Lynx1	23936	-0.567454	-0.567454	0.0230058	1.0	False	True
111216278									Oasl2	23962	-0.549913	-0.549913	0.0233738	1.0	False	True
11131	CAPN11	Capn11	268958	-5.02029	-5.02029	0.019037	1.0								True	False
11135								CDC42EP1	Cdc42ep1	104445	-1.0224	-1.0224	0.0279789	1.0	False	True
11137	PWP1	Pwp1	103136	0.450886	0.450886	4.38049e-08	1.0								True	False
11143								KAT7	Kat7	217127	-0.281576	-0.281576	0.0221855	1.0	False	True
11144	DMC1	Dmc1	13404	0.71331	0.71331	0.0462425	1.0								True	False
11151	CORO1A	Coro1a	12721	0.704261	0.704261	2.43151e-06	1.0								True	False
11154	AP4S1	Ap4s1	11782	0.422649	0.422649	0.00645948	1.0	AP4S1	Ap4s1	11782	0.459384	0.459384	0.00171235	1.0	True	True
11156	PTP4A3	Ptp4a3	19245	-0.336723	-0.336723	0.0197669	1.0	PTP4A3	Ptp4a3	19245	-0.396792	-0.396792	0.00469643	1.0	True	True
11157	LSM6	Lsm6	78651	0.3929	0.3929	0.00497917	1.0	LSM6	Lsm6	78651	0.455294	0.455294	0.000742243	1.0	True	True
1116	CHI3L1	Chi3l1	12654	0.459603	0.459603	0.00912685	1.0								True	False
11165	NUDT3	Nudt3	56409	0.265483	0.265483	0.00951727	1.0								True	False
11169	WDHD1	Wdhd1	218973	-0.594319	-0.594319	3.20495e-05	1.0	WDHD1	Wdhd1	218973	-0.499939	-0.499939	0.00063012	1.0	True	True
11171	STRAP	Strap	20901	0.274472	0.274472	0.00663484	1.0								True	False
11176								BAZ2A	Baz2a	116848	-0.609983	-0.609983	8.65718e-05	1.0	False	True
1118	CHIT1	Chit1	71884	0.931822	0.931822	0.001761	1.0								True	False
11180								WDR6	Wdr6	83669	-0.798371	-0.798371	0.00110221	1.0	False	True
11183	MAP4K5	Map4k5	399510	-0.614441	-0.614441	0.000219252	1.0	MAP4K5	Map4k5	399510	-0.585634	-0.585634	0.000445824	1.0	True	True
11186	RASSF1	Rassf1	56289	-0.278	-0.278	0.0223	1.0								True	False
11187	PKP3	Pkp3	56460	0.546504	0.546504	0.023095	1.0								True	False
11194								ABCB8	Abcb8	74610	-0.514561	-0.514561	0.0112264	1.0	False	True
11197	WIF1	Wif1	24117	-1.58491	-1.58491	0.0216655	1.0	WIF1	Wif1	24117	-1.26572	-1.26572	0.0402627	1.0	True	True
11198								SUPT16H	Supt16	114741	-0.317588	-0.317588	0.0235251	1.0	False	True
112	ADCY6	Adcy6	11512	-0.81517	-0.81517	1.45176e-06	1.0	ADCY6	Adcy6	11512	-0.862498	-0.862498	3.32344e-07	1.0	True	True
1120								CHKB	Chkb	12651	-0.394226	-0.394226	0.0184975	1.0	False	True
11200	CHEK2	Chek2	50883	-0.323287	-0.323287	0.0183114	1.0								True	False
11202	KLK8	Klk8	259277	0.818541	0.818541	0.000207579	1.0	KLK8	Klk8	259277	0.497665	0.497665	0.0211892	1.0	True	True
1121	CHM	Chm	12662	0.416647	0.416647	0.00276985	1.0	CHM	Chm	12662	0.304367	0.304367	0.0346148	1.0	True	True
11221	DUSP10	Dusp10	63953	-0.44261	-0.44261	0.00309884	1.0								True	False
11223									Mst1	15235	-0.672589	-0.672589	0.0311645	1.0	False	True
11224	RPL35	Rpl35rt	100038991	0.613503	0.553755	0.000265169	2.0	RPL35	Rpl35rt	100038991	0.56862	0.5447735	0.000713516	2.0	True	True
11226	GALNT6	Galnt6	207839	0.405798	0.405798	0.0177731	1.0								True	False
112268293	LOC112268293	Tma7|Tma7-ps	66167	0.492379	0.492379	0.00245042	1.0	LOC112268293	Tma7|Tma7-ps	66167	0.430552	0.430552	0.00895493	1.0	True	True
11231	SEC63	Sec63	140740	-0.306787	-0.306787	0.00492651	1.0								True	False
11235	PDCD10	Pdcd10	56426	0.318979	0.318979	0.0377549	1.0								True	False
11236	RNF139	Rnf139	75841	-0.314472	-0.314472	0.012922	1.0	RNF139	Rnf139	75841	-0.33871	-0.33871	0.00633266	1.0	True	True
112398	EGLN2	Egln2	112406	0.310712	0.310712	0.0146067	1.0								True	False
11240								PADI2	Padi2	18600	-0.825333	-0.825333	0.00650144	1.0	False	True
11244								ZHX1	Zhx1	22770	0.267086	0.267086	0.010796	1.0	False	True
112495	GTF3C6	Gtf3c6	67371	0.507656	0.507656	0.000946124	1.0	GTF3C6	Gtf3c6	67371	0.622973	0.622973	2.21555e-05	1.0	True	True
11252	PACSIN2	Pacsin2	23970	-0.382168	-0.382168	0.00155887	1.0	PACSIN2	Pacsin2	23970	-0.276934	-0.276934	0.0302399	1.0	True	True
11253								MAN1B1	Man1b1	227619	-0.276459	-0.276459	0.0475388	1.0	False	True
11258	DCTN3	Dctn3	53598	0.301519	0.301519	0.0319101	1.0	DCTN3	Dctn3	53598	0.369586	0.369586	0.00607964	1.0	True	True
11262	SP140	Sp140	434484	0.219519	0.219519	0.0160223	1.0	SP140	Sp140	434484	0.351652	0.351652	3.61094e-05	1.0	True	True
11267								SNF8	Snf8	27681	0.3155	0.3155	0.048044	1.0	False	True
11273								ATXN2L	Atxn2l	233871	-0.752848	-0.752848	0.000205647	1.0	False	True
11274								USP18	Usp18	24110	-0.628696	-0.628696	8.56049e-05	1.0	False	True
11275	KLHL2	Klhl2	77113	0.503533	0.503533	0.00918752	1.0								True	False
11279								KLF8	Klf8	245671	0.706221	0.706221	0.0176181	1.0	False	True
112812	FDX2	Fdx2	68165	0.5094	0.5094	0.0232915	1.0								True	False
112840	WDR89	Wdr89	72338	0.454704	0.454704	0.0308803	1.0								True	False
112939								NACC1	Nacc1	66830	-0.678226	-0.678226	0.00108493	1.0	False	True
1131	CHRM3	Chrm3	12671	0.910474	0.910474	5.32955e-05	1.0	CHRM3	Chrm3	12671	0.862709	0.862709	0.000128217	1.0	True	True
11314	CD300A	Cd300a	217303	0.496827	0.496827	0.00197038	1.0	CD300A	Cd300a	217303	0.575472	0.575472	0.00025076	1.0	True	True
11315	PARK7	Park7	57320	0.392398	0.392398	0.00475863	1.0	PARK7	Park7	57320	0.289315	0.289315	0.0462433	1.0	True	True
11316	COPE	Cope	59042	0.330255	0.330255	0.0106368	1.0								True	False
113178								SCAMP4	Scamp4	56214	-0.583326	-0.583326	0.000390886	1.0	False	True
113179	ADAT3	Adat3	100113398	-0.7227	-0.7227	0.045862	1.0								True	False
11318	GPR182	Gpr182	11536	-1.09117	-1.09117	0.0266747	1.0								True	False
113189								CHST14	Chst14	72136	-0.644713	-0.644713	0.0119944	1.0	False	True
11320								MGAT4A	Mgat4a	269181	0.330996	0.330996	0.0359796	1.0	False	True
11322	TMC6	Tmc6	217353	-0.441444	-0.441444	0.000531329	1.0	TMC6	Tmc6	217353	-0.74963	-0.74963	6.33109e-10	1.0	True	True
113246	C12orf57	Grcc10	14790	0.443211	0.443211	0.00823844	1.0								True	False
113263								GLCCI1	Glcci1	170772	-0.396842	-0.396842	0.0207834	1.0	False	True
113278								SLC52A3	Slc52a3	69698	-1.05478	-1.05478	0.0071964	1.0	False	True
11332	ACOT7	Acot7	70025	0.390181	0.390181	0.0123111	1.0								True	False
11336	EXOC3	Exoc3	211446	0.232329	0.232329	0.0346488	1.0								True	False
11337	GABARAP	Gabarap	56486	0.480366	0.480366	1.00939e-08	1.0	GABARAP	Gabarap	56486	0.23464	0.23464	0.0104121	1.0	True	True
11338								U2AF2	U2af2	22185	-0.400534	-0.400534	0.00286135	1.0	False	True
113402	SFT2D1	Gm12166	100039624	0.719607	0.56742	0.00207874	2.0								True	False
11341								SCRG1	Scrg1	20284	0.724564	0.724564	0.00484045	1.0	False	True
11342	RNF13	Rnf13	24017	0.345127	0.345127	0.00169636	1.0	RNF13	Rnf13	24017	0.309158	0.309158	0.0053338	1.0	True	True
11343	MGLL	Mgll	23945	-0.49617	-0.49617	1.55057e-05	1.0	MGLL	Mgll	23945	-0.503257	-0.503257	1.20421e-05	1.0	True	True
11344	TWF2	Twf2	23999	0.530642	0.530642	0.000120467	1.0								True	False
113444	SMIM12	Smim12	80284	0.320446	0.320446	0.0355562	1.0	SMIM12	Smim12	80284	0.421797	0.421797	0.00305871	1.0	True	True
11346	SYNPO	Synpo	104027	-0.958123	-0.958123	0.0286649	1.0	SYNPO	Synpo	104027	-0.944622	-0.944622	0.0334794	1.0	True	True
113510								HELQ	Helq	191578	-0.447022	-0.447022	0.0407905	1.0	False	True
113523638	SMIM41	Smim41	77717	-1.35689	-1.35689	0.0345011	1.0								True	False
113829								SLC35A4	Slc35a4	67843	-0.381057	-0.381057	0.0364423	1.0	False	True
114609								TIRAP	Tirap	117149	0.488896	0.488896	0.000221588	1.0	False	True
114625	ERMAP	Ermap	27028	-0.93393	-0.93393	7.56438e-11	1.0	ERMAP	Ermap	27028	-0.807545	-0.807545	2.27704e-08	1.0	True	True
114769	CARD16	Casp1	12362	0.427831	0.427831	0.000555215	1.0	CARD16	Casp1	12362	0.448386	0.448386	0.00020266	1.0	True	True
114785								MBD6	Mbd6	110962	-0.723553	-0.723553	0.00147127	1.0	False	True
114803								MYSM1	Mysm1	320713	0.343737	0.343737	0.0146225	1.0	False	True
114804	RNF157	Rnf157	217340	-0.580967	-0.580967	3.15327e-05	1.0	RNF157	Rnf157	217340	-0.416184	-0.416184	0.00856601	1.0	True	True
114821	ZBED9	Chchd2l	71970	1.21129	1.21129	0.0193124	1.0								True	False
114841035	LOC114841035	Fkbp2|Gm51400	14227	0.373638	0.373638	0.00651348	1.0								True	False
114882	OSBPL8	Osbpl8	237542	-0.244113	-0.244113	0.00488306	1.0								True	False
114883								OSBPL9	Osbpl9	100273	0.358819	0.358819	0.00147989	1.0	False	True
114897								C1QTNF1	C1qtnf1	56745	-1.53808	-1.53808	0.0149924	1.0	False	True
114926	SMIM19	Smim19	102032	0.456891	0.456891	0.00542768	1.0								True	False
114932	MRFAP1L1	Mrfap1	67568	0.313322	0.313322	0.00289885	1.0	MRFAP1L1	Mrfap1	67568	0.276415	0.276415	0.0098872	1.0	True	True
115								ADCY9	Adcy9	11515	-0.39657	-0.39657	0.0366983	1.0	False	True
115098	CCDC124	Ccdc124	234388	0.25186	0.25186	0.0389318	1.0								True	False
115106								HAUS1	Haus1	225745	0.336979	0.336979	0.025384	1.0	False	True
115123	MARCHF3	Marchf3	320253	-0.348168	-0.348168	0.0450478	1.0								True	False
115201	ATG4A	Atg4a	666468	-0.359378	-0.359378	0.0341758	1.0	ATG4A	Atg4a	666468	-0.388177	-0.388177	0.0188498	1.0	True	True
115209	OMA1	Oma1	67013	0.327577	0.327577	0.00587075	1.0	OMA1	Oma1	67013	0.284878	0.284878	0.0180317	1.0	True	True
115265								DDIT4L	Ddit4l	73284	-2.23029	-2.23029	0.0025439	1.0	False	True
115330	GPR146	Gpr146	80290	-0.300479	-0.300479	0.000103307	1.0	GPR146	Gpr146	80290	-0.504614	-0.504614	8.40051e-12	1.0	True	True
115399								LRRC56	Lrrc56	70552	-0.862836	-0.862836	4.64225e-05	1.0	False	True
1154								CISH	Cish	12700	-0.453227	-0.453227	0.0471171	1.0	False	True
115426	UHRF2	Uhrf2	109113	-0.233735	-0.233735	0.0244994	1.0								True	False
1155	TBCB	Tbcb	66411	0.491555	0.491555	0.00758399	1.0								True	False
115509								ZNF689	Zfp689	71131	-0.525038	-0.525038	0.0100397	1.0	False	True
115560								ZNF501	Zfp935	71508	0.436961	0.436961	0.0141856	1.0	False	True
115650	TNFRSF13C	Tnfrsf13c	72049	-0.51718	-0.51718	0.0232614	1.0								True	False
115703	ARHGAP33	Arhgap33	233071	-0.950168	-0.950168	2.51746e-05	1.0	ARHGAP33	Arhgap33	233071	-0.667903	-0.667903	0.00608407	1.0	True	True
