trait,tlabel,n_genes
https://purl.org/okn/frink/kg/digcfdekg/node/trait/dc2aa6ede313dadbfaf0,T2 lesion volume change in multiple sclerosis progression,4
http://www.orpha.net/ORDO/Orphanet_98706,Oculocutaneous or ocular albinism,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/18010c4e130c40295ba1,Aggregate vessel volume; vessels 5-10 mm2,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/9ff433bc69af2b6717ee,Atrioventricular accessory pathways or atrioventricular reciprocating tachycardia (AVAPs/AVRT),4
http://www.ebi.ac.uk/efo/EFO_0010433,triacylglycerol 56:6 measurement,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/d2c532279eb2337fe724,Exp MeanAtten RLL,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/a0a5cd4222b374d7b841,Brain natriuretic peptide levels,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/175a35c3e6c25ee0290f,Upper third to lower third ratio; Slicer,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/db0d750c46c5964f381f,Long sleep duration,4
http://www.orpha.net/ORDO/Orphanet_98655,Lens shape anomaly,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/db004150e82d2c37fee1,CT visual scoring; emphysema severity,4
http://www.ebi.ac.uk/efo/EFO_0021487,cryptic phenotype measurement,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/ab3f778568de72454c35,Body mass index (BMI) at 3 years,4
http://www.ebi.ac.uk/efo/EFO_0009762,Healthspan,4
http://www.ebi.ac.uk/efo/EFO_0021283,X-12063 measurement,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/da36e93a3632f5de6b65,Hospitalized COVID-19 vs population,4
http://www.ebi.ac.uk/efo/EFO_0009767,Glycine,4
http://www.ebi.ac.uk/efo/EFO_0004873,cytokine measurement,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/d9c45787a4535d9729bc,Urinary albumin,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0c2e3f8e583d05bb76c1,Postpartum hemorrhage due to retained placenta,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/a725a6cf223bf7b12426,Gestational hypertension,4
http://www.ebi.ac.uk/efo/EFO_0005001,Phenylalanine,4
http://www.orpha.net/ORDO/Orphanet_98060,Rare respiratory tumor,4
http://www.ebi.ac.uk/efo/EFO_0009881,Nonischemic cardiomyopathy,4
http://www.ebi.ac.uk/efo/EFO_0021114,4-androsten-3beta;17beta-diol disulfate 2 measurement,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/569791080e983e3ffb9f,Severe autoimmune type 2 diabetes,4
http://www.ebi.ac.uk/efo/EFO_0005112,gestational age,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/a067015d5025eb5a1513,Parental longevity (mother's age at death),4
http://www.ebi.ac.uk/efo/EFO_0004267,biliary liver cirrhosis,4
http://www.orpha.net/ORDO/Orphanet_92,Juvenile idiopathic arthritis,4
http://purl.obolibrary.org/obo/MONDO_0002974,Cervical cancer,4
http://www.orpha.net/ORDO/Orphanet_254746,Pyruvate metabolism disorder,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/f0caf6c98b1d0e8a89c5,Insulin secretion rate,4
http://www.orpha.net/ORDO/Orphanet_261796,Partial deletion of chromosome 7 syndrome,4
http://purl.obolibrary.org/obo/MONDO_0004728,Diabetic macular edema,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/f0f9ca24cb188fe5b33c,Disposition index calculated by BIGTT-AIR and BIGTT-S,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/5d8e315deb0cf7ba06bb,Erythrocyte sedimentation rate,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/30f834b754bff1042b14,AF-age 65 and under,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/5de0cb4493a361f3629d,Left ventricular end diastole inferior wall thickness,4
http://www.orpha.net/ORDO/Orphanet_262056,Partial deletion of the long arm of chromosome 7 syndrome,4
http://www.orpha.net/ORDO/Orphanet_765,Pyruvate dehydrogenase deficiency,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/42f788df96c6e230c48e,COVID-19 vs population,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/3220e4cc4a023f1533e4,Total triiodothyronine (TT3),4
http://purl.obolibrary.org/obo/MONDO_0002367,Kidney cancer,4
http://purl.obolibrary.org/obo/MONDO_0002108,Thyroid cancer,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/f370f48cca4523a34829,End-stage renal disease,4
http://www.orpha.net/ORDO/Orphanet_568041,Primary lymphedema without systemic or visceral involvement,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/71ddd78ff123a14d024b,Maternal total gestational weight gain; maternal genotype effect,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/33d7b32384c29e297fb9,phosphatidylethanolamine measurement,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/20b825f81b2f7282b8d5,cutaneous melanoma,4
http://purl.obolibrary.org/obo/MONDO_0005138,lung carcinoma,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2db67100f605beb6199d,Antepartum bleeding in pregnancy,4
http://purl.obolibrary.org/obo/MONDO_0005180,Parkinson disease,4
http://www.orpha.net/ORDO/Orphanet_73014,Intractable diarrhea of infancy,4
http://www.orpha.net/ORDO/Orphanet_211237,Rare vascular tumor,4
http://www.orpha.net/ORDO/Orphanet_211247,Rare capillary malformation,4
http://purl.obolibrary.org/obo/MONDO_0005618,anxiety disorder,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2af2d8c6e74ae45b8d8b,Insp MeanAtten RML,4
http://www.orpha.net/ORDO/Orphanet_217071,Renal cell carcinoma,4
http://purl.obolibrary.org/obo/MONDO_0005386,peripheral arterial disease,4
http://www.orpha.net/ORDO/Orphanet_685,Hereditary spastic paraplegia,4
http://purl.obolibrary.org/obo/MONDO_0005379,neurotic disorder,4
http://www.orpha.net/ORDO/Orphanet_2207,Familial primary hyperparathyroidism,4
http://www.orpha.net/ORDO/Orphanet_223727,Bone sarcoma,4
http://www.orpha.net/ORDO/Orphanet_225689,Amino acid or protein metabolism disease with epilepsy,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2cf19057fbed004c20dd,bone fracture,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/ef2b665b4e7adc187404,Acute insulin response adj BMI-SI,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/43e0d68a93040d17be0a,Body mass index (BMI) at 8 months,4
http://purl.obolibrary.org/obo/MONDO_0005249,pneumonia,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/78e3cf3f764be7edef6e,Number of sleep episodes; rank-normalized,4
http://purl.obolibrary.org/obo/HP_0012594,Moderate albuminuria,4
http://www.orpha.net/ORDO/Orphanet_55,Oculocutaneous albinism,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/f652c6c00a9475f56e51,Longevity (age >90th survival percentile),4
http://www.orpha.net/ORDO/Orphanet_360,Glioblastoma,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/66beca7a3c3c9dfb7320,Parkinson's disease progression (cognitive),4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/fd0b7e3fd0f1f77bcc11,Frequent insomnia symptoms (recessive model),4
http://www.orpha.net/ORDO/Orphanet_399849,Rare female infertility due to an adrenal disorder,4
http://www.orpha.net/ORDO/Orphanet_418,Congenital adrenal hyperplasia,4
http://www.orpha.net/ORDO/Orphanet_435561,Rare precocious puberty in female,4
http://purl.obolibrary.org/obo/CHEBI_16196,Oleic acid,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/feac7fd60cbd24494863,anxiety,4
http://www.orpha.net/ORDO/Orphanet_441452,Early-onset lamellar cataract,4
http://www.orpha.net/ORDO/Orphanet_519327,Syndromic vitreoretinopathy,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/646c8245623f1c6b55b1,Dyskinesias in Parkinson's disease,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/3d83e3069ebf4a37a9ad,response to warfarin,4
http://www.orpha.net/ORDO/Orphanet_471383,Genetic lethal multiple congenital anomalies/dysmorphic syndrome,4
http://www.orpha.net/ORDO/Orphanet_519300,Isolated chorioretinal dystrophy,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/63c4b0541ff28afa2d79,Two-hour (2hr) glucose,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/3e0c1919be3624c2ff1d,Brain volume change in multiple sclerosis progression,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/3e4b7a44e9b637e0252f,TOAST large artery atherosclerosis,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/3eab13152d1b64573de8,Type 2 diabetes (with no history of pregnancy),4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/fa835b87d700988cd35f,Myristic acid,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/67292c012c5b65adbc51,COVID-19 vs no COVID-19,4
http://www.orpha.net/ORDO/Orphanet_300846,Aggressive B-cell non-Hodgkin lymphoma,4
http://purl.obolibrary.org/obo/HP_0000539,Abnormality of refraction,4
http://www.orpha.net/ORDO/Orphanet_304055,Pituitary tumor,4
http://www.orpha.net/ORDO/Orphanet_306498,PTEN hamartoma tumor syndrome,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/34f55da6ac4a43c0870d,Apnea-Hypopnea Index (AHI),4
http://www.orpha.net/ORDO/Orphanet_306695,Miscellaneous movement disorder due to neurodegenerative disease,4
http://www.orpha.net/ORDO/Orphanet_306765,Motor stereotypies,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/6df410ef1493c3540255,Claudication in type 2 diabetes,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/35de750287094b2ef6f0,DNA methylation Hannum age acceleration,4
http://www.orpha.net/ORDO/Orphanet_309526,Disorder of multiple glycosylation,4
http://www.orpha.net/ORDO/Orphanet_309836,Disorder of mineral absorption and transport,4
http://www.orpha.net/ORDO/Orphanet_314753,Functioning pituitary adenoma,4
http://www.orpha.net/ORDO/Orphanet_319308,MiT family translocation renal cell carcinoma,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/f8abad8260befe83a2e4,Neuromyelitis optica (AQP4-IgG-positive),4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/36662253d3b46da32697,Parental extreme longevity (95 years and older),4
http://www.orpha.net/ORDO/Orphanet_325632,46;XY difference of sex development of gynecological interest,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/387d6315073a9a271cb4,Insulin at 30 min OGTT,4
http://www.orpha.net/ORDO/Orphanet_331220,Syndome with combined immunodeficiency due to thymic defect,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/6839c585cc9854226f8a,late-onset Alzheimers disease,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2a12528c7caaf61dfcee,VAT to GFAT ratio,4
http://www.orpha.net/ORDO/Orphanet_631,Non-acquired isolated growth hormone deficiency,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/ca0c5000cd116d91e02d,Maximum carotid intima-media thickness,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/236463aa85c0a919d050,Fasting glucose at V2,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2253212d5b0b096e5815,Standard deviation of sleep duration; rank-normalized,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/7ec75004c6fa93af1a5a,Any cancer (dominant model),4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/809d3428135196d0b0ce,Pulmonary artery diameter at the bifurcation,4
http://www.orpha.net/ORDO/Orphanet_108969,Syndromic intestinal malformation,4
http://purl.obolibrary.org/obo/PR_000003777,Adiponectin,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/e80f0bc990bf24f466d5,Liver fibrosis score in NAFLD,4
http://www.orpha.net/ORDO/Orphanet_183576,Genetic branchial arch or oral-acral syndrome,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/45a027b98a8470ce5238,Allergic rhinitis (heterodominant model),4
http://purl.obolibrary.org/obo/OBA_2050338,level of oxylipin in blood plasma,4
http://www.orpha.net/ORDO/Orphanet_139036,Branchial arch or oral-acral syndrome,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/5b04a2fc0688e59db70a,Non-proliferative diabetic retinopathy vs no DR,4
http://www.orpha.net/ORDO/Orphanet_79361,Inherited epidermolysis bullosa,4
http://www.orpha.net/ORDO/Orphanet_172,Progressive familial intrahepatic cholestasis,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/e7eb33229fbbf87682e3,Urinary potassium-to-creatinine ratio,4
http://www.orpha.net/ORDO/Orphanet_201,Cowden syndrome,4
http://www.orpha.net/ORDO/Orphanet_79364,Alopecia,4
http://www.orpha.net/ORDO/Orphanet_169346,DNA repair defect other than combined T-cell and B-cell immunodeficiencies,4
http://purl.obolibrary.org/obo/NCIT_C16273,Alcohol consumption,4
http://www.orpha.net/ORDO/Orphanet_166,Charcot-Marie-Tooth disease/Hereditary motor and sensory neuropathy,4
http://www.orpha.net/ORDO/Orphanet_164823,Rare acquired aplastic anemia,4
http://purl.obolibrary.org/obo/OBA_2045264,Optic disc area,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/e5e68fb485b6d3f75739,TOAST other undetermined,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/844b2bbcfdcd31cf7393,Any cancer (recessive model),4
http://www.orpha.net/ORDO/Orphanet_156212,Hypoglossia/aglossia,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2415231606415f37e486,Left ventricular end systole inferoseptal wall thickness,4
http://www.orpha.net/ORDO/Orphanet_156180,Retinal ciliopathy due to mutation in nephronophthisis gene,4
http://www.orpha.net/ORDO/Orphanet_1501,Adrenocortical carcinoma,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2465dd54044d2caeadc8,Complement factor H levels,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/86db18f61b6ecbeb7321,Early-onset myasthenia gravis,4
http://www.orpha.net/ORDO/Orphanet_1331,Familial prostate cancer,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/e877b05f399e2fcaa6a5,otosclerosis,4
http://www.orpha.net/ORDO/Orphanet_206638,Acquired skeletal muscle disease,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/ca657b7d9035616cd412,Coronary artery disease (CAD) in subjects without diabetes,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2940cf7b61fd3cdb3a2a,Peripheral vascular disease in type 2 diabetes,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/210aa83f3d16fc8d63f5,Head circumference at birth,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2903643bd307d8bf97d2,Peak insulin response adj SI,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/58838cfbd8c9efc8abd0,Calculated LDL cholesterol,4
http://purl.obolibrary.org/obo/MONDO_0011126,Acute insulin response,4
http://purl.obolibrary.org/obo/MONDO_0011429,juvenile idiopathic arthritis,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/210c7ff362209625babd,Iron deficiency,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/7dbbcd03c07c5f9bdc9e,Airway wall area in COPD,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/fdcec895d874c83da74a,Peripheral artery disease in type 2 diabetes (T2D),3
http://www.ebi.ac.uk/efo/EFO_0004317,Extraversion,3
http://www.ebi.ac.uk/efo/EFO_0007995,basophil percentage of granulocytes,3
http://www.ebi.ac.uk/efo/EFO_0007701,spine bone mineral density,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/38af2a33817de66ba49d,Major depressive disorder in trauma-exposed individuals,3
http://www.ebi.ac.uk/efo/EFO_0007630,glycerophospholipid measurement,3
http://www.ebi.ac.uk/efo/EFO_0008000,Peak insulin response,3
http://www.ebi.ac.uk/efo/EFO_0004344,birth weight,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/cfc40a9797e74f35e5ae,corpus callosum volume measurement,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/f9480ed91e43ff1d3343,Body mass index (BMI) at 6 weeks,3
http://www.ebi.ac.uk/efo/EFO_0007872,caffeine metabolite measurement,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0b226605a6587850cdb9,AF-SNP BMI interaction,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/38097354fdbffaa04773,Chronic kidney disease (CKD) in type 2 diabetes (T2D),3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/1da3f5ed5b988b275615,Parental longevity (father's age at death),3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/d30ce649e7c42168291b,Obese vs thin,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/d3577a4e210fc3a9c345,Total thigh muscle volume z-score,3
http://www.ebi.ac.uk/efo/EFO_0007015,3-hydroxy-1-methylpropylmercapturic acid measurement,3
http://purl.obolibrary.org/obo/CHEBI_28716,Palmitoleic acid,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/e0c87790d12f5caa103d,Pancreas age,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0c2c09448624ba46a5cd,Vitamin D-binding protein levels,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/404ded36a8fa0a8d2033,Response to lithium treatment in bipolar disorder (continuous phenotype),3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0410e7b0db543d9d81fb,fibrinogen measurement,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/d4242027883d8c0ba6a9,Relative amplitude,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/03f2aa7adbfe91c1c6f5,Apnea-Hypopnea Index (AHI) in NREM sleep,3
http://purl.obolibrary.org/obo/HP_0000716,Depression,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/39a184799d87f7fca04d,Macroalbuminuria in type 2 diabetes (T2D),3
http://www.ebi.ac.uk/efo/EFO_0007783,mosaic loss of chromosome Y measurement,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/3d26ac548f08057eb3ee,Hoehn and Yahr score in Parkinson's disease,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0675e80705b6ac9402c7,Peripheral artery disease in subjects without diabetes,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/1ec6bbf2ceea6bb3bb94,Parental longevity (combined parental age at death),3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/fda51a0134e9cd071f58,Two-hour (2hr) insulin,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/e491549d91b916e24445,Forearm bone mineral density,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/3c135b6a4ea6d355fa5e,Dietary fat intake,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/cdeb21b3228c0d5a6410,Clonal haematopoiesis of indeterminate potential (JAK2 mutation),3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/1ef85b0271270aeee934,All diabetic kidney disease (DKD) in type 2 diabetes,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/fc3bee701f76e13faf3c,Visceral adipose tissue volume,3
http://purl.obolibrary.org/obo/GO_0097327,response to antineoplastic agent,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/cd6451c29882b9efd1c8,Glucose at 30 min at V1,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/06ead9ba542bc1b5fd17,Mini-mental state examination in Parkinson's disease,3
http://www.ebi.ac.uk/efo/EFO_0004341,body fat distribution,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/3d4e4c542bf28e311a69,Early age-related macular degeneration,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/fa92845efd886a726c11,Lung disease severity in cystic fibrosis,3
http://www.ebi.ac.uk/efo/EFO_0004330,coffee consumption,3
http://www.ebi.ac.uk/efo/EFO_0007759,alpha-linolenic acid measurement,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/217dfbd64f64f56a0eb6,neuroblastoma,3
http://purl.obolibrary.org/obo/OBA_2050033,liver volume,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/ff39820f694bb68c8e1f,endometrial carcinoma,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/1f1aa1f18b06bf83e5fe,Subjective well-being,3
http://purl.obolibrary.org/obo/CHEBI_36005,Docosahexaenoic acid,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/4cd4300c442c534079ce,Log of insulin at 30 min at V1,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/4884e82ad3a618f2b8cb,Log of insulin at 60 min at V2,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/eb2cf097678df9194a07,Left atrial total emptying fraction,3
